text,intent,entities
pak ardi pesan mesis 8 bungkus bayar dp 50000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Ardi|barang=Mesis|jumlah=8|satuan=bungkus|status=Cicil|nominal_bayar=50000|metode=Tunai
hari ini sinta ambil salju 2 toples bayar sebagian 70000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Sinta|barang=Salju|jumlah=2|satuan=toples|status=Cicil|nominal_bayar=70000|metode=Tunai
hari ini iwan order permen 100 pcs dicicil 100000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Iwan|barang=Permen|jumlah=100|satuan=pcs|status=Cicil|nominal_bayar=100000|metode=Tunai
akbar pesan pia bulus 5 toples dp 200000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Akbar|barang=Pia Bulus|jumlah=5|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Tunai
dini ambil coklat kubus 2 toples dicicil 80000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Dini|barang=Coklat Kubus|jumlah=2|satuan=toples|status=Cicil|nominal_bayar=80000|metode=Tunai
jual 2 aqua bayar qris,tambah_transaksi_lunas_transfer,barang=Aqua|jumlah=2|satuan=botol|status=Lunas|metode=QRIS
jual 3 permen bayar transfer,tambah_transaksi_lunas_transfer,barang=Permen|jumlah=3|status=Lunas|metode=Transfer
jual 1 brownis bayar tunai,tambah_transaksi_lunas_cash,barang=Brownis|jumlah=1|status=Lunas|metode=Tunai
jual 5 permen dicicil 20000 tunai,tambah_transaksi_cicilan_cash,barang=Permen|jumlah=5|status=Cicil|nominal_bayar=20000|metode=Tunai
jual 5 permen dicicil 20000 transfer,tambah_transaksi_cicilan_transfer,barang=Permen|jumlah=5|status=Cicil|nominal_bayar=20000|metode=Transfer
jual 10 roti pia bayar cash,tambah_transaksi_lunas_cash,barang=Roti Pia|jumlah=10|status=Lunas|metode=Tunai
jual 1 serbuk bayar trf,tambah_transaksi_lunas_transfer,barang=Serbuk|jumlah=1|status=Lunas|metode=Transfer
jual permen 2 dus bayar tunai,tambah_transaksi_lunas_cash,barang=Permen|jumlah=2|satuan=dus|status=Lunas|metode=Tunai
jual permen 2 dus bayar tf,tambah_transaksi_lunas_transfer,barang=Permen|jumlah=2|satuan=dus|status=Lunas|metode=Transfer
jual 2 permen dp 10000 tunai,tambah_transaksi_cicilan_cash,barang=Permen|jumlah=2|status=Cicil|nominal_bayar=10000|metode=Tunai
jual 2 aqua bayar tunai,tambah_transaksi_lunas_cash,barang=Aqua|jumlah=2|satuan=botol|status=Lunas|metode=Tunai
jual 1 aqua lunas tunai,tambah_transaksi_lunas_cash,barang=Aqua|jumlah=1|satuan=botol|status=Lunas|metode=Tunai
jual 3 permen kontan,tambah_transaksi_lunas_cash,barang=Permen|jumlah=3|status=Lunas|metode=Tunai
jual 2 serbuk bayar cash,tambah_transaksi_lunas_cash,barang=Serbuk|jumlah=2|status=Lunas|metode=Tunai
jual 5 mesis bayar tunai,tambah_transaksi_lunas_cash,barang=Mesis|jumlah=5|status=Lunas|metode=Tunai
jual 1 piramide lunas cash,tambah_transaksi_lunas_cash,barang=Piramide|jumlah=1|satuan=dus|status=Lunas|metode=Tunai
jual 4 pia bulus dibayar tunai,tambah_transaksi_lunas_cash,barang=Pia Bulus|jumlah=4|satuan=toples|status=Lunas|metode=Tunai
jual 10 lolipop bayar tunai,tambah_transaksi_lunas_cash,barang=Lolipop|jumlah=10|satuan=pcs|status=Lunas|metode=Tunai
hari ini pak andi pesan permen 50 pcs,tambah_transaksi_lunas_cash,
hari ini pak agus ngambil permen coklat 2 dus,tambah_transaksi_lunas_cash,
hari ini rara ambil permen coklat 13 dus lunas cash,tambah_transaksi_lunas_cash,
hari ini udin ngambil permen 30 dus lunas,tambah_transaksi_lunas_cash,
hari ini naha ambil permen 50 dus lunas transfer,tambah_transaksi_lunas_transfer,
hari ini nala ambil permen 70 dus cicil 2000000 tf,tambah_transaksi_cicilan_transfer,
hari ini nala ambil brownis 100 bungkus cicil 1000000 transfer,tambah_transaksi_cicilan_transfer,
hari ini nala ambil serbuk 100 lunas tf,tambah_transaksi_lunas_transfer,
hari ini rudi order permen 600 toples cicil 200000 transfer,tambah_transaksi_cicilan_transfer,
hari ini rudi order permen 600 toples cicil 200000 lunas,tambah_transaksi_cicilan_cash,
hari ini rudi order permen 600 toples cicil 200000 tunai,tambah_transaksi_cicilan_cash,
hari ini budi order permen 30 toples cicil 200000 cash langsung,tambah_transaksi_cicilan_cash,
hari ini rudi order permen 600 toples lunas,tambah_transaksi_lunas_cash,
hari ini andi order permen 600 toples cicil 200000 cash,tambah_transaksi_cicilan_cash,
hari ini rudi order permen 600 toples cicil 200000 langsung,tambah_transaksi_cicilan_cash,
hari ini supri ambil permen 20 toples lunas,tambah_transaksi_lunas_cash,
kemarin pak ardi beli brownis 100 buah lunas cash,tambah_transaksi_tanggal_spesifik,
kemarin ardi ambil brownis 100 udah bayar tunai,tambah_transaksi_tanggal_spesifik,
besok ardi ambil brownis 100 buah lunas,tambah_transaksi_tanggal_spesifik,
lusa ardi ambil brownis 100 buah lunas cash,tambah_transaksi_tanggal_spesifik,
3 hari lalu ardi ambil brownis 100 lunas tunai,tambah_transaksi_tanggal_spesifik,
2 hari yang lalu budi ambil permen 50 dus lunas,tambah_transaksi_tanggal_spesifik,
3 hari ke depan ardi ambil brownis 100 lunas,tambah_transaksi_tanggal_spesifik,
minggu dpan ardi ambil brownis 100 lunas,tambah_transaksi_lunas_cash,
1 minggu ke depan ardi ambil brownis 100 lunas,tambah_transaksi_tanggal_spesifik,
hari selasa pak ardi ambil brownis 100 lunas,tambah_transaksi_tanggal_spesifik,
hari rabu naha ambil permen 50 dus lunas transfer,tambah_transaksi_tanggal_spesifik,
hari ini pak andi oredre permen 50 pcs,tambah_transaksi_lunas_cash,
hri ini pak andi order prmen 50 pcs,tambah_transaksi_lunas_cash,
hari ini paka andi order permen 50 pcs,tambah_transaksi_lunas_cash,
hari ni pak andi order permen 50 pcs lunas,tambah_transaksi_lunas_cash,
hri ini rudi ordr permen 600 toples cicil 200000 tf,tambah_transaksi_cicilan_transfer,
hari ini budi ambl brownis 30 bungkus luans,tambah_transaksi_lunas_cash,
kemrin ardi ambil brownis 100 udah bayar tnai,tambah_transaksi_lunas_cash,
minggu dpan ardi ambl brownis 100 lunas tunai,tambah_transaksi_lunas_cash,
hari ini supri ambil permen 20 topls sudah lunas,tambah_transaksi_lunas_cash,
hari ini nala ambl srbuk 100 lunas transfer,tambah_transaksi_lunas_transfer,
tadi andi beli permen 50 pcs lunas cash,tambah_transaksi_lunas_cash,
pak andi beli permen 50 pcs hari ini lunas,tambah_transaksi_lunas_cash,
pak agus pesan permen coklat 2 dus hari ini,tambah_transaksi_lunas_cash,
pak agus beli permen coklat 2 dus hari ini,tambah_transaksi_lunas_cash,
pak agus transaksi permen coklat 2 dus hari ini lunas,tambah_transaksi_lunas_cash,
catat pesanan pak andi permen 50 pcs hari ini lunas cash,tambah_transaksi_lunas_cash,
input transaksi pak andi permen 50 pcs hari ini lunas,tambah_transaksi_lunas_cash,
tambah transaksi pak andi permen 50 pcs hari ini,tambah_transaksi_lunas_cash,
simpan transaksi pak andi permen 50 pcs hari ini lunas,tambah_transaksi_lunas_cash,
rekap pak andi beli permen 50 pcs hari ini lunas,tambah_transaksi_lunas_cash,
tampil semua daftar penjualan,tampilkan_semua_transaksi,
lihat semua daftar penjualan,tampilkan_semua_transaksi,
tampilkan semua data penjualan,tampilkan_semua_transaksi,
tampilkan data penjualan hari ini,cek_penjualan_hari_ini,
tampilkan data penjualan lusa,tampilkan_semua_transaksi,
lihat data penjualan hari ini,cek_penjualan_hari_ini,
lihat pesanan hari ini,tampilkan_transaksi_hari_ini,
tampilkan pesanan hari ini,tampilkan_transaksi_hari_ini,
cek pesanan tanggal 21 april 2026,tampilkan_transaksi_tanggal,
tampilkan pesanan tanggal 21 april,tampilkan_transaksi_tanggal,
lihat transaksi tanggal 28,tampilkan_transaksi_tanggal,
data tanggal 28,tampilkan_transaksi_tanggal,
pesanan tanggal 28,tampilkan_transaksi_tanggal,
tampilkan semua transaksi/data/pembelian pak andi,tampilkan_semua_transaksi,
tampilkan semua data pak andi,tampilkan_semua_transaksi,
tampilkan semua pembelian pak andi,tampilkan_semua_transaksi,
tampilkan jumlah pesanan pak andi,cek_pesanan_pelanggan,
riwayat pesanan pak ardi,cek_pesanan_pelanggan,
Cek pesanan/transaksi udin,cek_pesanan_pelanggan,
lihat transaksi udin,cek_pesanan_pelanggan,
riwayat udin,cek_pesanan_pelanggan,
tampilkaan semua data penjualan,tampilkan_semua_transaksi,
liht semua daftar penjualan,tampilkan_semua_transaksi,
tampilkan semua tranksi,tampilkan_semua_transaksi,
tampilkan dat penjualan,tampilkan_semua_transaksi,
pesanan pak ardi hari ini,cek_pesanan_pelanggan,
tampiln transaksi tanggal 28,tampilkan_transaksi_tanggal,
liat semua transaksi,tampilkan_semua_transaksi,
liat transaksi hari ini,tampilkan_transaksi_hari_ini,
liat pesanan udin,cek_pesanan_pelanggan,
lht riwayat pak andi,cek_pesanan_pelanggan,
print semua data penjualan,tampilkan_semua_transaksi,
tampung semua transaksi,tampilkan_semua_transaksi,
daftar semua penjualan,tampilkan_semua_transaksi,
list semua transaksi,tampilkan_semua_transaksi,
Hapus semua data penjualan/transaksi,hapus_transaksi,
hapus semua data/daftar penjualan,hapus_transaksi,
hapus semua data,hapus_transaksi,
hapus seluruh data penjualan,hapus_transaksi,
hapus semua rekap penjualan,hapus_transaksi,
hapus pesanan udin belum lunas,hapus_transaksi,
hapus transaksi udin belum lunas,hapus_transaksi,
hapus pesanan/transaksi udin,hapus_transaksi,
hapus data udin,hapus_transaksi,
hapus pesanan pak ardi,hapus_transaksi,
hapus data pak andi,hapus_transaksi,
hapus pembelian pak andi,hapus_transaksi,
hapus semwa data penjualan,hapus_transaksi,
hapus semu transaksi,hapus_transaksi,
hapus penjualan udin,hapus_transaksi,
hapus pesenan udin,hapus_transaksi,
hpus semua data penjualan,hapus_transaksi,
hapus pesanaan pak ardi,hapus_transaksi,
hps semua transaksi,hapus_transaksi,
hapus semua dat penjualan,hapus_transaksi,
hapus transaks udin,hapus_transaksi,
remove pesanan udin,hapus_transaksi,
clear semua data penjualan,hapus_transaksi,
bersihkan semua data penjualan,hapus_transaksi,
hilangkan semua transaksi,hapus_transaksi,
hapusin semua data penjualan,hapus_transaksi,
hapusin pesanan udin,hapus_transaksi,
Update pesanan/transaksi naha,update_transaksi,
update transaksi naha,update_transaksi,
Perbaharui/ubah/edit pesanan pak naha,update_transaksi,
edit transaksi zio,update_transaksi,
ubah transaksi zio,update_transaksi,
update data pak ardi,update_transaksi,
ubah data pesanan pak ardi,update_transaksi,
edit data pesanan pak andi,update_transaksi,
perbarui pesanan pak andi,update_transaksi,
ganti status pesanan pak andi,update_transaksi,
ganti status bayar pak andi jadi lunas,update_transaksi,
ubah status bayar naha jadi lunas,update_transaksi,
edit status pembayaran udin,update_transaksi,
zio bayar hutang 27 juta transfer,Pelunasan_Hutang,
zio bayar tagihan 27000000,Pelunasan_Hutang,
zio lunasin tagihan 27 juta,Pelunasan_Hutang,
zio bayar cicilan 27 juta transfer,Pelunasan_Hutang,
zio bayar 27000000 tf,update_transaksi,
updaet pesanan naha,update_transaksi,
update pesanaan naha,update_transaksi,
perbaharui pesenan pak naha,update_transaksi,
edti transaksi zio,update_transaksi,
edit transaks zio,update_transaksi,
ubah transksi pak ardi,update_transaksi,
update dat pak ardi,update_transaksi,
zio byr hutang 27 juta tf,update_transaksi,
modify pesanan naha,update_transaksi,
revisi pesanan pak naha,update_transaksi,
koreksi transaksi zio,update_transaksi,
change data pesanan pak ardi,update_transaksi,
ganti data transaksi pak andi,update_transaksi,
Cek/tampilkan harga barang/produk,tampilkan_produk,
cek harga produk,tampilkan_produk,
tampil semua barang/produk,tampilkan_produk,
lihat daftar harga barang,tampilkan_produk,
lihat semua produk,tampilkan_produk,
harga brownis berapa,cek_harga_produk_spesifik,
lihat harga brownis,cek_harga_produk_spesifik,
harga produk tertinggi,cek_harga_produk_spesifik,
harga termahal,cek_harga_produk_spesifik,
produk apa yang paling mahal,tampilkan_produk,
cek hraga permen,tampilkan_produk,
tampilkan hrga barang,tampilkan_produk,
cek hrga produk,tampilkan_produk,
berapa hraga permen,tampilkan_produk,
berapa hrga brownis,tampilkan_produk,
tampilkan semua barng,tampilkan_produk,
liat harga permen,cek_harga_produk_spesifik,
liat semua produk,tampilkan_produk,
tampilkn daftar harga,tampilkan_produk,
cek harga prmen,tampilkan_produk,
show harga barang,tampilkan_produk,
print daftar produk,tampilkan_produk,
info harga barang,tampilkan_produk,
info produk,tampilkan_produk,
Tambah barang/produk permen coklat,tambah_produk,
tambah produk permen coklat,tambah_produk,
tambah barang/produk,tambah_produk,
tambah produk,tambah_produk,
tambah barang permen coklat harga 13000,tambah_produk,
tambah barang brownis harga 2500 toples,tambah_produk,
tambah produk brownis 2500 per toples,tambah_produk,
tambah barang brownis harga 2500 bungkus,tambah_produk,
tambah produk roti pia bulus,tambah_produk,
input produk baru permen coklat harga 13000,tambah_produk,
input barang baru brownis 2500,tambah_produk,
tambah item permen coklat harga 13000,tambah_produk,
daftarkan produk permen coklat harga 13000,tambah_produk,
masukkan barang brownis harga 2500,tambah_produk,
tambh barang permen coklat,tambah_produk,
tambah barang premen coklat,tambah_produk,
tamabah produk permen coklat,tambah_produk,
tamabah barang brownis harga 2500,tambah_produk,
tambah brg brownis harga 2500,tambah_produk,
tambah barang bornwis harga 2500,tambah_produk,
tambah produk rmeni coklat harga 13000,tambah_produk,
tamabh barang roti pia,tambah_produk,
tambah barang/produk permen cokalat,tambah_produk,
add barang permen coklat harga 13000,tambah_produk,
buat produk baru permen coklat,tambah_produk,
create produk permen coklat 13000,tambah_produk,
register barang brownis 2500 toples,tambah_produk,
edit barang/produk,edit_produk,
edit produk,edit_produk,
Edit/update/ubah/hapus harga barang,edit_produk,
Update/ubah/edti harga barang/produk,edit_produk,
edti harga barang,edit_produk,
ubah harga brownis jadi 2000,edit_produk,
update harga brownis 2000,edit_produk,
edit harga brownis 2000,edit_produk,
ubah harga permen jadi 14000,edit_produk,
update harga permen 14000,edit_produk,
edit harga permen 14000,edit_produk,
hapus/edit/ubah/ganti/update/perbaharui/tampilkan/tambah harga barang/produk,edit_produk,
edit/ubah/ganti/update/perbaharui nama barang,edit_produk,
ganti nama brownis jadi brownies premium,edit_produk,
ubah nama permen jadi permen original,edit_produk,
edti barang permen,edit_produk,
ganti hraga brownis jadi 2000,edit_produk,
ubah hrga permen jadi 14000,edit_produk,
updaet harga barang,edit_produk,
edti harga prmen,edit_produk,
ubah harga brownis jd 2000,edit_produk,
update hrga barang,edit_produk,
edit produk brwnis,edit_produk,
modify harga brownis 2000,edit_produk,
change harga permen 14000,edit_produk,
revisi harga brownis 2000,edit_produk,
koreksi harga barang,edit_produk,
hapus barang,hapus_produk,
hapus produk,hapus_produk,
hapus barang permen,hapus_produk,
hapus produk brownis,hapus_produk,
hapus/edit/ubah/ganti/update/perbaharui/tampilkan/tambah nama barang/produk,hapus_produk,
buang produk permen,hapus_produk,
delete produk permen,hapus_produk,
remove barang brownis,hapus_produk,
hilangkan barang roti,hapus_produk,
hapus brang permen,hapus_produk,
hpus produk permen,hapus_produk,
hapus prdk permen,hapus_produk,
hapus barang brwnis,hapus_produk,
hapus produk browni,hapus_produk,
remove produk brownis,hapus_produk,
buang produk brownis,hapus_produk,
clear barang permen,hapus_produk,
total uang masuk hari ini,total_uang_masuk,
total uang tagihan hari ini,total_tagihan,
total uang tagihan kemarin,total_tagihan,
total uang tagihan tanggal 21,total_tagihan,
Cek/tampilkan/berapa pemasukan hari ini,total_uang_masuk,
pemasukan hari ini,total_uang_masuk,
total cicilan hari ini,total_tagihan,
berapa cicilan hari ini,total_tagihan,
berapa total transaks hari ini,total_transaksi,
total transakis hari ini,total_transaksi,
brp total transaksi hari ini,total_transaksi,
total uang masuk hari ni,total_uang_masuk,
brp uang masuk hari ini,total_uang_masuk,
total uang taagihan hari ini,total_transaksi,
total tunggakaan hari ini,total_transaksi,
berapa pemassukan hari ini,total_transaksi,
rekap transaksi hari ini,total_transaksi,
summary transaksi hari ini,total_transaksi,
omzet hari ini,total_uang_masuk,
siapa yang masih cicil,filter_belum_lunas,
siapa yang punya hutang,filter_belum_lunas,
siapa yang bayar dengan transfer,filter_belum_lunas,
siapa yang bayar cash/tunai/langsung,filter_bayar_cash,
siapa bayar cash,filter_bayar_cash,
siapa bayar transfer,filter_bayar_transfer,
siapa yang msh nyicil,filter_belum_lunas,
siapa yang masih nyicill,filter_belum_lunas,
siapa yang masih ntang,filter_belum_lunas,
siapa yg masih hutang,filter_belum_lunas,
siapa paling banyak hutng,filter_belum_lunas,
siapa yg byr cash,filter_bayar_cash,
siapa yang byr transfer,filter_bayar_transfer,
siapa yang blm lunas,filter_belum_lunas,
siapa yang outstanding,filter_belum_lunas,
siapa yang kredit,filter_belum_lunas,
siapa yang debt,filter_belum_lunas,
siapa yang nunggak,filter_belum_lunas,
siapa yang punya tagihan,filter_belum_lunas,
siapa saja yang pesan hari ini,pembeli_terbanyak,
siapa yang paling banyak beli hari ini,pembeli_terbanyak,
siapa yang paling banyak transaksi hari ini,pembeli_terbanyak,
siapa yang paling banyak beli,pembeli_terbanyak,
Siapa pembeli terbanyak hari ini/kemarin/tanggal sekian,pembeli_terbanyak,
siapa pembeli terbanyak tanggal 21,pembeli_terbanyak,
siapa yang pesn hari ini,pembeli_terbanyak,
siapa saja yg order hari ini,pembeli_terbanyak,
siapa pemeli paling banyak hari ini,pembeli_terbanyak,
siapa pembeli trbanyak,pembeli_terbanyak,
siapa yang paling bnyak beli,pembeli_terbanyak,
siapa pmbeli terbanyak hari ini,pembeli_terbanyak,
pelanggan terbanyak hari ini,pembeli_terbanyak,
customer terbanyak hari ini,pembeli_terbanyak,
pembeli top hari ini,pembeli_terbanyak,
siapa yang belanja terbanyak,pembeli_terbanyak,
pagi,greeting,
siang,greeting,
sore,greeting,
malam,greeting,
assalamu'alaikum,greeting,
wassalamu'alaikum,greeting,
ada orang,greeting,
helloo,greeting,
haii,greeting,
hie,greeting,
slmat pagi,greeting,
selamat apgi,greeting,
helo bot,greeting,
hai bott,greeting,
bantuan,bantuan,
help,bantuan,
tolong,bantuan,
cara pakai,bantuan,
cara menggunakan,bantuan,
perintah apa saja,bantuan,
apa saja yang bisa dilakukan,bantuan,
fitur apa saja,bantuan,
menu,bantuan,
panduan,bantuan,
tutorial,bantuan,
info,bantuan,
informasi,bantuan,
bantuaan,bantuan,
hlp,bantuan,
helpp,bantuan,
bantu dong,bantuan,
cara pake,bantuan,
cara nggunain,bantuan,
perintah apa aj,bantuan,
menu apa aj,bantuan,
Hari ini udin ambil permen 30 dus sudah lunas,tambah_transaksi_lunas_cash,pelanggan=Udin|barang=Permen|jumlah=30|satuan=dus|status=Lunas
Hari ini andi order permen 600 toples dicicil 200000 tunai,tambah_transaksi_cicilan_cash,pelanggan=Andi|barang=Permen|jumlah=600|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Tunai
Hari ini budi order permen 30 toples dicicil 200000 dibayar langsung,tambah_transaksi_cicilan_cash,pelanggan=Budi|barang=Permen|jumlah=30|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Tunai
Hari ini naha ambil permen 50 dus sudah lunas dibayar secara transfer,tambah_transaksi_lunas_transfer,pelanggan=Naha|barang=Permen|jumlah=50|satuan=dus|status=Lunas|metode=Transfer
Hari ini nala ambil brownis 100 bungkus dicicil 1000000 dibayar secara transfer,tambah_transaksi_cicilan_transfer,pelanggan=Nala|barang=Brownis|jumlah=100|satuan=bungkus|status=Cicil|nominal_bayar=1000000|metode=Transfer
Hari ini nala ambil permen 70 dus dicicil 2000000 dibayar secara transfer,tambah_transaksi_cicilan_transfer,pelanggan=Nala|barang=Permen|jumlah=70|satuan=dus|status=Cicil|nominal_bayar=2000000|metode=Transfer
Hari ini nala ambil serbuk 100 lunas dibayar secara transfer,tambah_transaksi_lunas_transfer,pelanggan=Nala|barang=Serbuk|jumlah=100|status=Lunas|metode=Transfer
Hari ini pak agus ambil permen coklat 2 dus,tambah_transaksi_lunas_cash,pelanggan=Agus|barang=Permen Coklat|jumlah=2|satuan=dus
Hari ini pak andi order barang 50 pcs berupa permen,tambah_transaksi_lunas_cash,pelanggan=Andi|barang=Permen|jumlah=50|satuan=pcs
Hari ini rara ambil permen coklat 13 dus dibayar lunas secara cash,tambah_transaksi_lunas_cash,pelanggan=Rara|barang=Permen Coklat|jumlah=13|satuan=dus|status=Lunas|metode=Tunai
Hari ini rudi order permen 600 toples dicicil 200000 bayar langsung,tambah_transaksi_cicilan_cash,pelanggan=Rudi|barang=Permen|jumlah=600|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Tunai
Hari ini rudi order permen 600 toples dicicil 200000 cash,tambah_transaksi_cicilan_cash,pelanggan=Rudi|barang=Permen|jumlah=600|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Tunai
Hari ini rudi order permen 600 toples dicicil 200000 sudah dibayar,tambah_transaksi_cicilan_cash,pelanggan=Rudi|barang=Permen|jumlah=600|satuan=toples|status=Cicil|nominal_bayar=200000
Hari ini rudi order permen 600 toples dicicil 200000 tf,tambah_transaksi_cicilan_transfer,pelanggan=Rudi|barang=Permen|jumlah=600|satuan=toples|status=Cicil|nominal_bayar=200000|metode=Transfer
Hari ini rudi order permen 600 toples sudah lunas,tambah_transaksi_lunas_cash,pelanggan=Rudi|barang=Permen|jumlah=600|satuan=toples|status=Lunas
Hari ini supri ambil permen 20 toples sudah lunas,tambah_transaksi_lunas_cash,pelanggan=Supri|barang=Permen|jumlah=20|satuan=toples|status=Lunas

cek hutang,cek_hutang,
cek hutang pelanggan,cek_hutang,
cek piutang,cek_hutang,
cek tagihan,cek_tagihan,
cek tagihan pelanggan,cek_tagihan,
cek semua penjualan,cek_semua_penjualan,
cek semua transaksi,cek_semua_penjualan,
lihat semua transaksi,lihat_semua_transaksi,
lihat semua penjualan,lihat_semua_transaksi,

tanggal 19-06-2026 budi ambil bembeng 40 ctn dicicil 200000 tunai,tambah_transaksi_cicilan_tanggal_spesifik,pelanggan=Budi|barang=Bembeng|jumlah=40|satuan=ctn|status=Cicil|nominal_bayar=200000|metode=Tunai|waktu=tanggal 19-06-2026
tgl 21/04/2026 pak andi ambil permen 10 dus dicicil 50000 transfer,tambah_transaksi_cicilan_tanggal_spesifik,pelanggan=Andi|barang=Permen|jumlah=10|satuan=dus|status=Cicil|nominal_bayar=50000|metode=Transfer|waktu=21/04/2026
21 april 2026 udin ambil meses 20 ctn dicicil 150000 cash,tambah_transaksi_cicilan_tanggal_spesifik,pelanggan=Udin|barang=Meses|jumlah=20|satuan=ctn|status=Cicil|nominal_bayar=150000|metode=Tunai|waktu=21 april 2026

hari ini budi pesan bembeng 40 ctn; meses 20 ctn; willo 100 ctn lunas tunai,tambah_transaksi_multi_item,pelanggan=Budi|status=Lunas|metode=Tunai
hari ini pak andi order bembeng 10 ctn; meses 5 ctn; willo 12 ctn sudah lunas cash,tambah_transaksi_multi_item,pelanggan=Andi|status=Lunas|metode=Tunai
